statecode,statename,districtcode,district_name,localbodycode,localbody_name,localbody_type,status,confidence_score,disparity_category,validation_flag,top3_candidates
20,Jharkhand,326,Dumka,248051,Godda,Municipality,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,326:Dumka(50.0%) | | | 330:Godda(50.0%)
20,Jharkhand,326,Dumka,248052,Sahibganj,Municipality,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,326:Dumka(50.0%) | | | 340:Sahebganj(50.0%)
20,Jharkhand,326,Dumka,248054,Dumka,Municipality,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,326,Dumka,248055,Chirkunda,Municipality,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,326,Dumka,248057,Gumla,Municipality,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,326,Dumka,248128,Garhwa,Municipality,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,326:Dumka(50.0%) | | | 328:Garhwa(50.0%)
20,Jharkhand,326,Dumka,248132,Jhumri Telaiya,Municipality,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,326:Dumka(50.0%) | | | 334:Koderma(50.0%)
20,Jharkhand,326,Dumka,248133,Pakur,Municipality,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,326:Dumka(50.0%) | | | 337:Pakur(50.0%)
20,Jharkhand,326,Dumka,248135,Mihijam,Municipality,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,326,Dumka,248136,Phusro,Municipality,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,326,Dumka,248137,Lohardaga,Municipality,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,326,Dumka,248138,Simdega,Municipality,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,326,Dumka,250416,Chakradharpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,326,Dumka,250430,Chaibasa,Municipality,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,326,Dumka,250435,Jugsalai,Municipality,AMBIGUOUS MATCH,0.3333,LOW DISPARITY,HIGH AMBIGUITY,326:Dumka(33.33%) | | | 327:East
20,Jharkhand,326,Dumka,253231,Bishrampur,Municipality,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,326:Dumka(50.0%) | | | 338:Palamu(50.0%)
20,Jharkhand,326,Dumka,274814,Ramgarh Nagar Parishad,Municipality,AMBIGUOUS MATCH,0.3333,LOW DISPARITY,HIGH AMBIGUITY,326:Dumka(33.33%) | | | 607:Ramgarh(33.33%)
20,Jharkhand,326,Dumka,276352,Kapali,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,326:Dumka(50.0%)
20,Jharkhand,327,East Singhbum,250434,Jamshedpur,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,327,East Singhbum,250445,Chakulia,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,328,Garhwa,250324,Medininagar (Daltonganj) Municipal Corporation,Municipal Corporations,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,328:Garhwa(100.0%) | 338:Palamu(100.0%) | 335:Latehar(100.0%)
20,Jharkhand,328,Garhwa,253228,Manjhiaon,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,328,Garhwa,274815,Nagar Untari Nagar Panchayat,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,329,Giridih,250349,Giridih Municipal Corporation,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,329,Giridih,277138,Dhanwar,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,329,Giridih,290364,Badaki Suriya,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,332,Hazaribagh,248130,Hazaribag,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,332,Hazaribagh,277135,Domchanch,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,334,Koderma,248131,Kodarma,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,335,Latehar,250326,Latehar,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,338,Palamu,300371,Hariharganj Municipal Corporation,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,338,Palamu,300374,Chhatarpur ,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,339,Ranchi,250413,Ranchi,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,340,Sahebganj,248053,Rajmahal,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,340,Sahebganj,277137,Barharwa,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,341,Saraikela Kharsawan,250423,Seraikella,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,341,Saraikela Kharsawan,250433,Mango,Municipal Corporations,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,341:Saraikela Kharsawan(100.0%) | 327:East Singhbum(100.0%)
20,Jharkhand,341,Saraikela Kharsawan,253166,Adityapur,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
20,Jharkhand,606,Khunti,250414,Khunti,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,344,Angul,248140,Anugul,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,344,Angul,248141,Talcher,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,344,Angul,248142,Athamallik,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,344,Angul,259680,Hindol,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,345,Balangir,250552,Kantabanji,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,345,Balangir,250553,Titlagarh,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,345,Balangir,250554,Patnagarh,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,345,Balangir,250555,Balangir,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,345:Balangir(50.0%)
21,Odisha,345,Balangir,263006,Tusura,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,346,Balasore,250482,Jaleswar,Municipality,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,346:Balasore(100.0%) | 348:Bhadrak(100.0%)
21,Odisha,346,Balasore,250484,Nilagiri,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,346,Balasore,250485,Soro,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,346,Balasore,250486,Baleshwar,Municipality,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,346:Balasore(100.0%) | 348:Bhadrak(100.0%)
21,Odisha,346,Balasore,300314,Remuna,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,347,Bargarh,250446,Padmapur,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,347,Bargarh,250447,Barapali,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,347,Bargarh,259705,Attabira,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,347,Bargarh,276628,Bijepur,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,348,Bhadrak,250487,Bhadrak,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,348,Bhadrak,250489,Basudebpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,348,Bhadrak,276631,Chandabali,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,348,Bhadrak,276632,Dhamanagar,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,349,Boudh,250548,Boudhgarh,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,350,Cuttack,250494,Choudwar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,350,Cuttack,250498,Athagad,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,350,Cuttack,250500,Banki,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,350,Cuttack,250501,Cuttack,Municipal Corporations,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,350:Cuttack(50.0%)
21,Odisha,350,Cuttack,263336,Jagatsinghpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,351,Deogarh,250457,Debagarh,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,352,Dhenkanal,248058,Kamakhyanagar,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,352,Dhenkanal,248059,Bhuban,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,352,Dhenkanal,248060,Dhenkanal,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,353,Gajapati,250527,Bellaguntha,Notified Area Council,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,353:Gajapati(100.0%) | 354:Ganjam(100.0%) | 370:Rayagada(100.0%)
21,Odisha,353,Gajapati,250544,Paralakhemundi,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,353,Gajapati,250545,Kasinagar,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,353,Gajapati,250565,Rayagada,Municipality,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,353:Gajapati(100.0%) | 370:Rayagada(100.0%) | 363:Koraput(100.0%)
21,Odisha,354,Ganjam,250525,Buguda,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250526,Bhanjanagar,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250528,Surada,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250529,Asika,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250531,Purusottampur,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250532,Kavisurjyanagar,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250533,Polasara,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250534,Kodala,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250535,Khalikote,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250536,Rambha,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250537,Chhatrapur,Notified Area Council,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,354:Ganjam(50.0%)
21,Odisha,354,Ganjam,250538,Ganjam,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250539,Gopalpur,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250540,Chikiti,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250541,Digapahandi,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250542,Hinjilicut,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,354,Ganjam,250543,Berhampur,Municipal Corporations,AMBIGUOUS MATCH,0.3,MODERATE DISPARITY,MODERATE AMBIGUITY,354:Ganjam(30.0%)
21,Odisha,355,Jagatsinghapur,263324,Paradeep,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,356,Jajpur,250502,Vyasanagar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,356,Jajpur,250503,Jajapur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,357,Jharsuguda,250448,Bargarh,Municipality,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,357:Jharsuguda(100.0%) | 371:Sambalpur(100.0%) | 373:Sundargarh(100.0%)
21,Odisha,357,Jharsuguda,250450,Belpahar,Municipality,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,357:Jharsuguda(100.0%) | 371:Sambalpur(100.0%) | 373:Sundargarh(100.0%)
21,Odisha,357,Jharsuguda,250451,Brajarajnagar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,357,Jharsuguda,250452,Jharsuguda,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,357:Jharsuguda(50.0%)
21,Odisha,357,Jharsuguda,250458,Sundargarh,Municipality,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,357:Jharsuguda(100.0%) | 373:Sundargarh(100.0%)
21,Odisha,358,Kalahandi,250559,Kesinga,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,358,Kalahandi,250560,Junagarh,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,358,Kalahandi,263009,Dharmagarh,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,359,Kandhamal,250546,Phulabani,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,359,Kandhamal,250547,G. Udayagiri,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,359,Kandhamal,263005,Baliguda,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,360,Kendrapara,250490,Pattamundai,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,360,Kendrapara,250491,Kendrapara,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,361,Keonjhar,250469,Barbil,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,361,Keonjhar,250471,Joda,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,361,Keonjhar,250474,Kendujhar,Municipality,AI PREDICTION,1.0,,STRONG MATCH,361:Keonjhar(100.0%)
21,Odisha,361,Keonjhar,250476,Anandapur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,361,Keonjhar,263000,Champua,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,362,Khordha,250514,Khordha,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,362,Khordha,250516,Jatani,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,362,Khordha,250517,Balugaon,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,362,Khordha,250519,Banapur,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,362,Khordha,250520,Bhubaneswar,Municipal Corporations,AMBIGUOUS MATCH,0.3,MODERATE DISPARITY,MODERATE AMBIGUITY,362:Khordha(30.0%) | | | 369:Puri(3.33%)
21,Odisha,363,Koraput,250570,Kotpad,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,363,Koraput,250571,Koraput,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,363,Koraput,250573,Sunabeda,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,363,Koraput,250574,Jeypur,Municipality,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,363:Koraput(75.0%)
21,Odisha,364,Malkangiri,250576,Balimela,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,364,Malkangiri,263345,Malkangiri,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,365,Mayurbhanj,250478,Rairangpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,365,Mayurbhanj,250479,Udala,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,365,Mayurbhanj,250480,Karanjia,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,365,Mayurbhanj,250481,Baripada,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,366,Nabarangpur,250567,Umarkote,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,367,Nayagarh,250510,Khandapada,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,367,Nayagarh,250512,Nayagarh,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,367,Nayagarh,262987,Dasapalla,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,367,Nayagarh,262994,Ranapur,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,367,Nayagarh,276434,Odogaon,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,368,Nuapada,250556,Khariar Road,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,368,Nuapada,250557,Khariar,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,368,Nuapada,250558,Bhawanipatna,Municipality,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,368:Nuapada(100.0%) | 358:Kalahandi(100.0%)
21,Odisha,368,Nuapada,259201,Nuapada,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,369,Puri,250521,Pipili,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,369,Puri,250522,Nimapada,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,369,Puri,250523,Konark,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,369,Puri,250524,Puri,Municipality,AMBIGUOUS MATCH,0.3333,HIGH DISPARITY,NEARLY RESOLVABLE,369:Puri(33.33%)
21,Odisha,370,Rayagada,250563,Gudari,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,370,Rayagada,250564,Gunupur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,370,Rayagada,250569,Nabarangapur,Municipality,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,370:Rayagada(100.0%) | 363:Koraput(100.0%) | 364:Malkangiri(100.0%)
21,Odisha,371,Sambalpur,250453,Kochinda,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,371,Sambalpur,250454,Redhakhol,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,371,Sambalpur,253100,Sambalpur,Municipal Corporations,AMBIGUOUS MATCH,0.125,MODERATE DISPARITY,MODERATE AMBIGUITY,371:Sambalpur(12.5%)
21,Odisha,372,Sonepur,250549,Tarbha,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,372,Sonepur,250550,Sonapur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,372,Sonepur,250551,Binika,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,373,Sundargarh,250459,Rajagangapur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,373,Sundargarh,250462,Biramitrapur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
21,Odisha,373,Sundargarh,250467,Raurkela,Municipal Corporations,AMBIGUOUS MATCH,0.2,MODERATE DISPARITY,MODERATE AMBIGUITY,373:Sundargarh(20.0%)
22,Chhattisgarh,374,Bastar,248143,Bastar,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,374,Bastar,250665,Jagdalpur,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,374,Bastar,250668,Geedam,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,374,Bastar,250669,Dantewada,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,374,Bastar,253215,Barsoor,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,250601,Baloda,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,250602,Naila Janjgir,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,250611,Lormi,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,250612,Ratanpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,250613,Kota,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,250615,Takhatpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,250616,Bilaspur,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,250621,Bodri,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,250622,Bilha,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,253110,Pali,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,253148,Nawagarh,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,253174,Malhar,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,253176,Sargaon,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,301512,Pamgarh,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,375,Bilaspur,301522,Barela,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,376,Dakshin Bastar Dantewada,250670,Bade Bacheli,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,376,Dakshin Bastar Dantewada,250671,Kirandul,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,376,Dakshin Bastar Dantewada,253244,Bijapur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,248061,Kurud,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,248062,Dhamtari,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,250663,Kanker,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,253106,Aamdi,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,253107,Bhakhara,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,253108,Magarlod,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,253109,Nagri,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,253144,Charama,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,253177,Abhanpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,253178,Rajim,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,253182,Gariabandh,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,253249,Narharpur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,298991,Chandkhuri,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,377,Dhamtari,300355,Mandir Hasod,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,250634,Dhamdha,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,250635,Ahiwara,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,250636,Jamul,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,250637,Kumhari,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,250638,Bhilai Charoda,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,250639,Bhilai,Municipal Corporations,AMBIGUOUS MATCH,0.4286,HIGH DISPARITY,NEARLY RESOLVABLE,378:Durg(42.86%)
22,Chhattisgarh,378,Durg,250640,Durg,Municipal Corporations,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,378:Durg(50.0%) | | | 388:Rajnandgaon(50.0%)
22,Chhattisgarh,378,Durg,250641,Patan,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,253114,Bhatgaon,Town Panchayat,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,378:Durg(50.0%) | | | 388:Rajnandgaon(50.0%)
22,Chhattisgarh,378,Durg,253150,Parpodi,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,253152,Berla,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,253153,Utai,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,253154,Gunderdehi,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,253155,Arjunda,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,296874,Risali,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,299657,Amleshwar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,378,Durg,301511,Bhinbhouree,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,379,Janjgir-Champa,250603,Akaltara,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,379,Janjgir-Champa,250604,Shivrinarayan,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,379,Janjgir-Champa,250605,Champa,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,379,Janjgir-Champa,250607,Naya Baradwar,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,379,Janjgir-Champa,250608,Kharod,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,379,Janjgir-Champa,253287,Saragaon,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,379,Janjgir-Champa,253288,Rahoud,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,379,Janjgir-Champa,301526,Nariyara,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,379,Janjgir-Champa,301919,Bamhanidih,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,380,Jashpur,250590,Jashpur Nagar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,380,Jashpur,250591,Pathalgaon,Municipality,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,380,Jashpur,253198,Kunkuri,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,380,Jashpur,253199,Kotba,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
22,Chhattisgarh,380,Jashpur,253200,Bagicha,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
